request_id,cls,prompt_len,output_len,hot,arrival_cv1,arrival_cv2,arrival_cv3
683,short,1065,200,0,232.62332882074097,203.11307189854463,202.5898561098355
684,long,8000,200,1,232.77836349824733,203.2745511397781,203.39729598798857
685,short,643,200,0,233.59398631616816,203.34855476567247,203.42287213805588
686,long,9942,200,0,233.62640276003597,203.3485728260581,203.4300150171179
687,short,695,200,0,233.9174876982066,203.3485737303698,203.5883871482123
688,short,1589,200,0,233.97203828609753,203.89855649279738,203.69350444956277
689,short,1171,200,0,234.11986836646886,203.95248922648588,204.24324512321897
690,short,911,200,0,234.22027086504406,204.02497128377448,204.25605903809821
691,long,8000,200,1,234.44675894524295,204.90538330746045,204.25712861643552
692,long,8838,200,0,234.6085809703042,205.51264407674896,205.47869822890522
693,short,1468,200,0,234.92420883927147,206.11060950391115,205.4788183708215
694,short,649,200,0,235.9480320765003,206.3392601587538,205.50822505093637
695,short,1290,200,0,236.8198902605396,206.34344300186135,205.5082250531892
696,short,677,200,0,236.84955257467573,206.34836988976767,205.5082877809638
697,short,1412,200,0,237.30194374842128,206.3492651488866,205.52062981934617
698,short,817,200,0,237.74086743570598,206.70665235680855,205.77006198211853
699,short,2156,200,0,238.784832667122,208.53894369567408,205.77009792062296
700,short,1823,200,0,238.85495951027812,208.78067756926893,206.63932099144427
701,short,1967,200,0,239.15313510307612,208.78086648052172,206.63932099162326
702,long,8000,200,0,239.32138544963672,209.47263252648375,206.6393209920661
703,short,908,200,0,239.56155498547582,209.58005055397294,206.64105471763014
704,short,715,200,0,240.4432514422424,209.66720716706075,206.6410547176307
705,short,859,200,0,240.54445991684534,209.66722938077265,207.21670756399666
706,short,717,200,0,241.17574418833925,210.22790228379165,207.28394549502136
707,long,8000,200,1,241.83438871546446,210.25353801803155,208.11970721504625
708,short,1441,200,0,242.05380839968083,210.76698299336098,208.42128166725527
709,short,1425,200,0,242.0823691139954,211.3799100488683,208.83955027879975
710,long,8500,200,0,242.70404064716448,212.43056233732375,208.83955033378777
711,long,9496,200,1,242.84977320283573,212.44822921873555,209.01423471764764
712,short,729,200,0,243.31588620861373,212.44831680036626,209.01423471826968
713,short,759,200,0,243.49584419230445,212.4655876693592,209.0142347766551
714,long,8587,200,1,244.01141570225224,212.46758582838115,209.96232875400312
715,short,859,200,0,244.47255314776822,212.47250732783917,209.96232875400312
716,short,867,200,0,244.49662401060402,212.4725073390123,209.96232877848576
717,short,492,200,0,244.66298157208317,212.4728667658565,209.96326724342956
718,short,1312,200,0,245.00536149978984,212.5538001486348,210.5182235921038
719,short,1510,200,0,246.29343928392396,212.60902214168235,210.71597362966259
720,long,8000,200,1,246.7219187186661,212.66232358691457,210.71597362966259
721,short,1180,200,0,246.87734521254524,212.6839520110833,210.7159879514219
722,short,745,200,0,246.8783947367536,213.08506687048805,210.84865602337112
723,short,883,200,0,247.47255659341596,213.11513803191565,210.88035599367328
724,short,801,200,0,247.83042234454982,213.39644234146368,216.35886070463897
725,short,697,200,0,248.04382998122827,213.3997048400184,216.65588561482517
726,long,8000,200,1,248.65987753232088,213.41619715843993,217.2065375913969
727,short,969,200,0,248.6795803325575,213.7386568899625,217.2065982295915
728,short,1187,200,0,249.27422447222946,214.34840109983,217.20673415754644
729,short,746,200,0,249.44815850676278,214.4068322007542,217.2067716177991
730,short,1307,200,0,249.44865641172836,214.40700678598574,217.48468529342625
731,short,781,200,0,249.7198800192355,214.59107811158722,217.8230003598694
732,short,1579,200,0,249.7621024419189,214.59107811307683,217.8355161211565
733,short,1350,200,0,249.8292200450746,214.77910573447855,217.85950114209564
734,short,703,200,0,250.2391134997404,214.8452822196316,218.03349173137866
735,long,13000,200,1,250.6146497177232,214.84528234591284,219.7554578683912
736,short,1074,200,0,251.349923515696,215.06132459934932,220.79942460593983
737,short,1100,200,0,251.4924405467724,215.0613247764303,220.8035948140449
738,short,1073,200,0,251.9240182626618,215.06234483582344,224.07866425510272
739,short,730,200,0,253.1216680528251,215.15671986220516,224.0814103171858
740,short,1424,200,0,253.76151225113168,215.18158829164884,224.08141034103298
741,short,504,200,0,254.574013620482,215.1847755412651,224.08141034210337
742,short,511,200,0,254.90186070494534,215.55571829405184,224.08141049108843
743,long,8000,200,0,255.04436049338165,215.5560925439208,224.08141049777677
744,short,820,200,0,255.06288551154998,215.76972776028612,224.12557949215443
745,long,8815,200,1,255.23400815039508,215.83143413614832,225.15535894751858
746,short,1565,200,0,255.23654871896142,215.8466977568306,225.59968472482228
747,short,1749,200,0,255.33336554259023,215.97126818067073,225.59973329263767
748,long,8000,200,1,256.0464823851096,216.85892894917268,225.59979611613028
749,short,1036,200,0,256.4332988356127,216.90966811059798,225.5997962656906
750,long,8000,200,0,256.782660364794,216.91016669115663,225.60010054377642
751,short,1450,200,0,256.79744459941185,217.6971379399531,225.64286624121905
752,short,560,200,0,256.85123173062067,218.38194201881583,225.6428674538319
753,long,8000,200,1,256.8622753474727,218.4140777616838,231.72909415337463
754,short,1347,200,0,257.4199210583668,218.44905129870486,231.72909415337594
755,short,812,200,0,257.6173452602196,218.4525618375289,231.72909488999375
756,short,1291,200,0,258.01912859788655,220.5446185158178,231.72909829823863
757,short,1433,200,0,258.36840721655943,222.07708962946862,231.72915071359049
758,short,765,200,0,258.52180318565433,222.37648328086263,231.73792404051144
759,short,1333,200,0,258.66432785278744,222.47358295255847,231.76204737662806
760,short,776,200,0,258.78852768517623,222.88327738584067,231.76218800825927
761,long,11748,200,1,259.3725640097265,225.59263844121068,232.14022116972686
762,long,9359,200,1,259.70956184803106,225.85192792053493,232.1402211697269
763,short,1868,200,0,260.14642208670614,225.91856230783839,232.14558547133424
764,short,410,200,0,260.90937209778275,225.99093116466824,232.1455858172557
765,short,1028,200,0,261.10256662773537,226.52239034072625,232.56810350330088
766,short,1054,200,0,261.3663764195848,226.5232455243492,232.56810350700786
767,short,875,200,0,261.72218054989264,226.56392937093523,232.56842160979602
768,short,1167,200,0,261.8836299867153,226.56623936547982,233.08577871945917
769,short,1807,200,0,261.95540171750423,228.11996286121004,233.0858386513281
770,long,8000,200,0,262.09471964466877,228.4512982886171,233.46712167318643
771,short,1714,200,0,262.11269872399726,228.46853375459818,233.5347902899202
772,short,1665,200,0,262.5652173835363,228.46853685838386,233.5955817398689
773,short,826,200,0,262.5771389762733,229.1606955919585,233.72262984765058
774,short,1086,200,0,263.4235257110557,229.54033653450517,233.7226300341037
775,short,1069,200,0,263.63936868763614,229.5469190809697,233.72652840722796
776,long,9788,200,1,263.81693223036194,229.90582103549332,233.74583511229562
777,short,818,200,0,264.13900886726833,229.9115775062007,233.74669386360972
778,short,878,200,0,264.2228456879255,229.91799466974334,233.74669740851428
779,short,1923,200,0,264.2827983101349,230.6164562973634,233.77968030623472
780,long,13000,200,1,264.3648789246106,230.61925499391492,233.77968163083142
781,long,8394,200,0,264.76407729422294,230.67773486821545,233.84934515116845
782,short,991,200,0,264.7951506971903,230.67826801659496,234.99608682201563
783,short,1319,200,0,266.07343028507034,230.8082101502903,234.99608691391916
784,short,961,200,0,266.1717104438389,230.8082212997731,234.99610763771605
785,short,1647,200,0,266.81855259038383,230.80825508502545,234.99610763841773
786,short,1138,200,0,266.89704239870184,230.81976480527956,235.0008414631908
787,short,1935,200,0,266.93635367674574,231.22987048826442,235.8793535479711
788,long,10339,200,0,267.30213524140675,231.4114016492445,237.49982288830842
789,long,8256,200,0,267.32877268021656,233.52862090918973,237.49982289008258
790,short,633,200,0,267.3873963802525,233.81248412354637,237.4998236871258
791,long,8000,200,0,267.420330083233,233.82977562286064,237.49998217639256
792,short,983,200,0,267.6727725555412,237.69365953396866,237.55640428927293
793,short,1303,200,0,268.64141421372426,237.71978777296448,237.55640574686365
794,long,10430,200,0,268.82050656757593,237.71987128907742,237.55640575044208
795,short,965,200,0,269.3749039301064,237.72063027133512,238.2900951870981
796,short,1998,200,0,269.5232398256446,238.09408944440898,238.37960790741568
797,short,712,200,0,269.61145746246206,238.10936842232485,238.3796079075994
798,long,8772,200,0,270.47123185864496,238.5173768647693,238.37965989481924
799,short,1496,200,0,270.50635139397866,238.5181354724777,238.70170837682045
800,long,9414,200,0,270.6857035415677,238.51934470464522,239.11320426989604
801,short,1102,200,0,270.89596611056396,238.64222160843389,239.18377414671463
802,short,664,200,0,271.1023549340442,239.11783987179678,239.21094989970405
803,long,9624,200,0,271.50805502300005,239.23282254829445,242.31427847216386
804,long,8000,200,0,271.7109268780511,239.24916414471548,242.36558032257713
805,long,8000,200,1,271.83580759311127,239.2561970421269,242.42035173312163
806,short,1037,200,0,272.7117475521209,240.0288699222613,242.42035248452692
807,long,8000,200,0,272.727917859853,240.66361617185407,244.37810987211208
808,short,1109,200,0,273.0138869241786,240.69100252213426,244.37811423326835
809,short,1330,200,0,273.67507919377204,241.9359866639567,244.37815337010753
810,short,876,200,0,273.85809025517744,242.16629752642962,245.24655333327988
811,short,1044,200,0,274.063908345257,242.63352162807274,245.25187389866272
812,long,10262,200,1,274.0998118631742,242.92332659892136,245.25195091862975
813,long,8000,200,1,274.1789742230868,243.91362765602625,245.75383239883294
814,long,8000,200,0,274.9592076540362,244.13770411931173,245.8070893608366
815,short,1212,200,0,274.97188641340165,244.13877899868768,245.8070893625233
816,short,1444,200,0,275.0758843810992,244.13887081347397,245.80708936426535
817,short,1649,200,0,275.71930370498944,246.2336165236239,245.80742699817068
818,long,8000,200,1,275.7262636647934,246.24576324997173,245.90394193787333
819,long,9698,200,1,275.7289640752391,246.58831921814476,247.0058035694651
820,long,8000,200,1,275.9024399780239,246.6074155734817,247.02214934692432
821,short,1557,200,0,276.35670836216724,246.61639218373057,247.76129993497315
822,long,8744,200,0,276.6274123241751,246.61641376551916,247.76150434594325
823,short,1349,200,0,276.77503360005016,246.62218136708438,248.24129476267913
824,long,13000,200,0,276.95189130447733,247.4094093588752,248.48306137062366
825,short,616,200,0,279.38915441672987,247.41348495062243,248.48499326160717
826,short,982,200,0,279.7224246185321,247.41348501846588,248.48499342648972
827,long,12292,200,1,280.02049755447155,247.4134901646571,251.4958627389376
828,short,509,200,0,280.0278106603088,247.6166756685655,251.49586316811624
829,long,11692,200,1,280.45444962005956,247.61667572318467,251.4958638884198
830,short,753,200,0,280.4686962352721,247.709489699299,251.49587576301104
831,short,1261,200,0,280.82552910709995,248.66747967239297,251.49588789688408
832,long,8000,200,1,281.2251125277919,249.91499986065807,256.5928801267947
833,long,8000,200,0,281.6188081148272,249.91499986566475,256.59288012943205
834,short,1073,200,0,281.82003063240876,249.92671282898434,256.59288012943205
835,long,8000,200,0,282.14454498982883,249.94757887326415,256.5929087541521
836,long,8305,200,1,282.5613936789355,249.97355976331752,256.6057768772748
837,short,1793,200,0,283.76670235064614,257.6276282384354,257.8842433438971
838,short,755,200,0,284.10360034815676,257.8791989432276,258.8806086981119
839,long,8343,200,0,284.3254496250074,258.25167986759294,258.8806421290007
840,short,1064,200,0,284.38630472869215,258.2714774674599,258.88064213984984
841,long,8000,200,1,284.99940728988827,258.4274268595223,258.90016329788926
842,short,1088,200,0,285.5546274480687,258.8064607386971,258.9335057705845
843,long,8000,200,1,285.6129805216544,258.8689526431664,258.9335057925091
844,short,805,200,0,286.07763116623835,258.86895285720533,258.9335169294327
845,short,1265,200,0,286.0840433997061,259.7951285707172,259.65191169412174
846,short,1340,200,0,286.2265212743217,259.8062046177868,264.0682248123712
847,long,8100,200,1,286.29672643886676,260.0131228870822,264.1558780839629
848,short,869,200,0,286.6789165462031,260.12312796437277,264.15591406967553
849,short,596,200,0,286.76084285982085,260.23451654535626,264.1562342326979
850,short,646,200,0,287.5301533985624,260.24042162843983,264.4563052227026
851,short,948,200,0,287.5565235452435,260.30481240810957,264.4563052270109
852,short,605,200,0,287.7171941709237,260.3048176693398,264.4729637663551
853,short,818,200,0,287.9101076935252,260.66109757063657,264.47296409478514
854,short,626,200,0,288.06127782318396,261.90987357511375,265.298256932057
855,short,1531,200,0,288.570076665604,261.9998275982712,265.6934109709282
856,short,1838,200,0,288.7099340360723,262.52755095296857,265.6935980152694
857,long,10099,200,1,288.9158024136523,262.5727087657205,265.6935995442557
858,long,8000,200,1,288.91678019026864,262.6088278196645,265.6935995442608
859,short,565,200,0,289.0241319206832,262.62225131099257,265.7016349287202
860,short,1050,200,0,289.1735656713548,262.6278128385006,265.7016349287517
861,long,11389,200,1,289.53693567563056,262.6278131794591,265.7016349287517
862,long,8000,200,1,289.5975189113695,262.6426366323552,265.70185798844795
863,short,1053,200,0,289.65412305335644,262.82225481648106,265.7207208858802
864,short,788,200,0,289.6630853374982,263.6815611337072,265.72073039792235
865,short,1665,200,0,289.7729044811401,263.6944560694091,265.75268307433504
866,short,1278,200,0,290.4468987463324,263.76954040970946,269.3022871723808
867,long,8000,200,1,290.63713216419916,264.34551760456736,269.30230882303596
868,short,1167,200,0,292.45471469745394,264.4324466383638,269.31538984034216
869,short,1403,200,0,292.69305046602074,264.58493704887746,269.36733332969686
870,short,706,200,0,292.8010796862892,266.6001687713653,269.36733692863316
871,short,1271,200,0,293.41475812781283,266.8904528562569,269.3673422163174
872,short,519,200,0,293.5836736950081,267.0101283690105,269.3673422568623
873,short,715,200,0,293.79306706521777,267.02803180864896,270.44118566125195
874,long,8928,200,1,294.0712852720462,267.10775121575716,270.44124115319335
875,long,8768,200,0,294.18467598775356,267.1873065421343,270.45772861902293
876,short,431,200,0,294.5501293131364,267.1873066723695,270.54798453326754
877,short,854,200,0,294.6349574954256,267.8007355566027,274.7960043459087
878,short,682,200,0,295.1040981314471,267.81012068727745,275.90723162862207
879,short,1343,200,0,295.18321358148495,268.79200982799136,275.90723162862207
880,short,569,200,0,295.88503796024366,268.83849065709234,275.9081451099324
881,short,1124,200,0,295.9463562683889,268.83855038857433,275.90816354301563
882,short,582,200,0,296.08530238754895,268.84228878012857,275.90821199443985
883,short,1006,200,0,296.88549877121636,269.10587176320604,275.9089908448729
884,short,618,200,0,297.54997719343964,269.10745700428816,275.9089908448729
885,short,1375,200,0,297.8501884300376,269.7813959324431,276.03491785777373
886,short,990,200,0,297.8808123367023,269.93249104605354,276.06046553384317
887,short,1380,200,0,298.2386137008476,270.46673514266746,276.0614390180802
888,short,1619,200,0,298.46212886070384,270.49478245067206,276.0617420652797
889,long,8523,200,1,298.53334739693713,270.49549983703355,276.06174514952835
890,long,10883,200,0,298.6939700247917,270.50754408923245,276.0662374793273
891,short,1270,200,0,299.0243132600024,270.58172344783253,276.4408713577647
892,short,1027,200,0,299.34762111777866,270.5912804280727,276.4440293341122
893,short,821,200,0,299.8131832527457,270.6334346332838,278.11372746250083
894,short,1144,200,0,300.44957081065684,270.7726264342122,278.467735794698
895,short,1287,200,0,300.5989771158325,271.5373122448214,278.4718118501234
896,long,12240,200,1,300.85436588655637,271.56868655732825,278.63083978771965
897,short,1759,200,0,301.6922760946463,271.6778396839004,278.63083978796556
898,long,10722,200,0,302.3054350068535,271.99161146741113,278.63084095033247
899,long,8000,200,1,302.66790902258356,271.99218964299473,281.40878243166355
900,short,712,200,0,302.8870291916014,272.55646703516555,281.40878282884717
901,short,793,200,0,302.92137161081683,272.9890725017143,281.4087828349242
902,long,13000,200,1,303.0684610487268,272.993022965931,281.40881818876636
903,short,1120,200,0,303.4419038148224,273.6084299529721,281.4095687793211
904,short,735,200,0,303.62803640271983,273.61379302074573,281.4095715753285
905,short,1347,200,0,304.0906096124386,273.6404412912479,282.0901246313687
906,short,658,200,0,304.20194773719584,274.500170950609,282.09015678071233
907,short,842,200,0,304.210592206515,274.6429466668781,282.09027770909074
908,long,8000,200,0,304.30926349780293,274.64305624408826,282.83442879004207
909,long,8000,200,1,304.4511163881077,274.656863577414,282.8362890696334
910,short,798,200,0,304.51241161532613,274.65701455426904,282.8864132159937
911,short,1164,200,0,304.57933634164584,275.2323947221551,282.8864317497346
912,short,1306,200,0,304.60398798671565,275.4901921850733,287.9416824440871
913,short,1036,200,0,304.72233513726087,275.9186697466817,287.941682444219
914,long,8000,200,1,304.8997413133671,276.90053678672166,290.40077516756156
915,long,9845,200,0,305.5054685056448,276.9005500568861,291.7344129691375
916,short,886,200,0,306.40597697274677,277.08953132271427,291.73441312003064
917,short,1049,200,0,306.52254120616175,277.0929198053459,291.8360305370848
918,short,2329,200,0,306.84174502193406,277.30217341333827,291.8941345841764
919,long,10149,200,1,307.1756252175802,277.4610917591844,291.9722563226368
920,short,1487,200,0,307.19159878194137,277.46290710811945,293.6279561235681
921,long,12127,200,1,307.6290109042889,278.0328274286286,293.62822430757103
922,short,660,200,0,307.8354614792936,278.0354739290982,293.6282243172045
923,short,1747,200,0,308.21052932287114,278.4812142370912,293.62822456767566
924,long,8022,200,0,308.64755324842207,278.7037351592384,294.1157039925707
925,short,738,200,0,309.0456111172227,278.8675936385532,295.3149930763599
926,short,840,200,0,309.16565751657936,278.8678254289522,295.3178065727399
927,short,780,200,0,309.23152097154997,279.8458911037797,295.4053290080308
928,short,1142,200,0,309.37017363004156,280.11601282928854,295.4403447030935
929,long,9533,200,1,309.4333532546953,280.14593112538375,295.4434416702914
930,short,1017,200,0,309.77986817176435,280.1496315712617,295.44643537461155
931,short,1679,200,0,309.89664172170706,280.1496343490541,295.4705537277571
932,short,927,200,0,310.1962247633297,280.17696224561655,298.55025506768334
933,short,818,200,0,310.45631070396354,280.89033769460764,299.67245325674173
934,short,1569,200,0,312.046300538121,280.9067262578483,299.7727996248015
935,short,1298,200,0,312.113777761336,281.18620160187066,299.7728888618957
936,short,959,200,0,312.12147390443766,281.94617078688657,299.77347473718635
937,long,9897,200,0,312.6867472380295,281.95006982446995,299.77347473718635
938,short,1166,200,0,312.7739918614014,282.2822798149661,300.14473592320775
939,short,1349,200,0,312.8322947859024,282.28259529046846,300.14473595956025
940,short,1032,200,0,312.8921193055398,282.3750199804874,300.18635845225987
941,long,8000,200,1,313.0674512580338,282.48216642633287,300.18640130738123
942,short,1085,200,0,313.09915876877466,282.54512116748924,300.18648242232484
943,long,11060,200,0,313.53509561382407,282.5463094509344,300.18648242232484
944,long,8165,200,0,313.80748434343445,282.55448155021384,300.18648337825425
945,short,1772,200,0,313.8120381271456,282.9450580286553,300.1876043440265
946,short,867,200,0,313.9266403748978,283.1444462615743,303.5419881856445
947,short,1385,200,0,314.2857772929029,283.168830611079,303.54819639235956
948,long,11439,200,0,314.77918651851746,283.18856883640143,303.76228560947834
949,short,929,200,0,316.7609178944453,283.1909122085074,303.76228697522595
950,long,8000,200,0,316.9486294843312,283.1909124040139,303.7622869820476
951,short,647,200,0,317.0228447649412,283.6835890288681,305.38994478273975
952,short,1267,200,0,317.6962842008379,283.6835909747893,305.4043117706863
953,short,1839,200,0,317.8527364120827,284.052461477152,305.40516844767757
954,short,1375,200,0,317.8863283971978,284.23765721790795,305.40516848128425
955,short,679,200,0,317.9882001198116,284.26357832728587,306.8695380234145
956,long,9571,200,1,318.0004483993135,284.2635784587684,306.8850752063181
957,short,1220,200,0,318.71711157595945,285.3077985085787,307.29039045707964
958,short,924,200,0,318.86211355215755,285.3078236684927,307.2904593557178
959,short,804,200,0,319.42009710918836,285.752940772841,307.60460902754863
960,short,1471,200,0,319.73699596138755,286.01216361685437,307.76644840519475
961,short,381,200,0,320.7238611903459,286.01917448299616,307.76644840519873
962,short,1095,200,0,321.0712166575036,286.0531751430559,308.35392889688507
963,short,953,200,0,321.10193823785,286.1107270057183,308.4474379902207
964,short,1243,200,0,321.114573366713,286.30424908941825,308.4474379952101
965,short,1641,200,0,321.1751369033543,286.6239710418371,310.0452464181242
966,short,1204,200,0,321.44369471020497,286.76312861937004,310.049469120828
967,short,634,200,0,321.92392612765343,286.7631289520118,310.127796065076
968,long,8000,200,1,322.2936944721403,286.7900642839979,310.1277960718315
969,short,2287,200,0,322.9141052669934,286.79068070708144,310.1277963467644
970,short,567,200,0,322.9161167291887,287.2159174927679,310.1277971476508
971,short,703,200,0,322.94249520590347,287.2291042540299,310.12779714765213
972,short,1518,200,0,323.1996769767862,287.3684327853593,310.15212999758444
973,long,8000,200,0,323.42601732208357,287.47823882059936,310.15213060465675
974,short,1444,200,0,323.4429488039189,287.48622806675866,310.1525368133933
975,short,1145,200,0,324.1833555122847,287.54973970126565,310.1538525319299
976,short,1774,200,0,325.38057344486185,287.6346169234157,310.48087979989106
977,short,1622,200,0,325.5362221191322,287.6348937420639,310.4885028835395
978,short,1259,200,0,325.7471248695983,288.89861132630904,310.4885871088249
979,short,1050,200,0,325.91536556560106,289.33674548278157,310.49093732335234
980,short,1569,200,0,325.9249501267192,289.33683247578125,310.4909415479621
981,short,782,200,0,326.335221090208,289.42622114840947,310.4914945041274
982,long,11135,200,0,326.7986918687687,289.43210814159625,310.4916288020183
983,short,1342,200,0,327.25272034456344,291.0853934511257,310.64872960815217
984,long,8000,200,0,327.5931328472806,291.9085848552723,310.6501490386482
985,short,898,200,0,327.77059109244766,292.85782553626,310.650399580493
986,short,894,200,0,328.7448674094709,293.2823235571347,310.6550051639792
987,short,923,200,0,328.9608863589552,293.82679563022026,310.65500516398134
988,short,1842,200,0,329.78278390904353,293.8427596163557,310.6690520246522
989,short,1419,200,0,329.8110735362254,294.307266559547,310.6691103948059
990,long,8325,200,1,329.86946243930896,294.34980323021887,311.2691237052005
991,long,9050,200,1,330.17508943462514,294.3531152267359,311.2691239754348
992,short,642,200,0,330.4024279490907,294.3531155872985,311.7790474483867
993,long,8790,200,1,330.59154518057056,294.4375613629588,313.66876531667344
994,long,13000,200,0,330.87341810227326,294.4628402102737,313.66876531667344
995,short,1132,200,0,330.9647207791342,294.52341443860183,313.66876797149695
996,short,1235,200,0,331.37138515272966,294.52733628608416,313.67003864012827
997,short,1062,200,0,332.04831945142934,294.5287261095674,314.1932932367732
998,short,897,200,0,332.30605758098073,295.3077504982269,314.19329323894794
999,short,1145,200,0,333.04228871319714,295.3495745076562,314.19329323895045
1000,long,9385,200,1,333.2362783076149,295.39298876128095,315.2281679465464
1001,short,1268,200,0,334.2663231241362,295.47972187423187,315.2282709002223
1002,long,11201,200,1,334.3367439103731,295.479798259135,315.2510184787317
1003,short,769,200,0,334.5307570727042,295.4805430785777,315.25103750882437
1004,short,805,200,0,334.69204181426915,295.48055345182144,315.29003078435403
1005,short,1048,200,0,334.75940049348844,295.48082166484807,315.29008661614233
1006,long,10665,200,1,334.93697209124815,295.9833633762488,315.3474293065778
1007,short,896,200,0,335.2763974666142,297.3155805510226,315.34915819912743
1008,short,798,200,0,335.3811819024128,298.32283451121106,316.0571534100839
1009,long,10672,200,0,335.63112149756796,298.67191261450307,316.0683377677854
1010,short,769,200,0,336.06211562433504,299.7391908332472,316.4287867273564
1011,short,614,200,0,336.6104464006183,301.56383676120964,316.4292437336393
1012,long,10689,200,0,336.818548279698,303.33936872161274,316.4448570592942
1013,short,1027,200,0,336.98133363119246,303.53382864688257,318.4527169410288
1014,long,8000,200,1,337.60808962345766,303.8532837031711,318.579960243298
1015,long,8673,200,1,337.7487047439226,303.85338682060546,318.5799602433101
1016,short,913,200,0,337.8813159089218,303.85531046600613,318.5806833422393
1017,short,842,200,0,338.6518196222663,303.85548059581527,318.7198507538837
1018,short,1255,200,0,338.73267973206356,303.8557737805062,318.7198511852759
1019,long,8000,200,1,338.77729153468067,303.87129425995676,318.7205094110959
1020,long,10733,200,0,338.91296642493717,304.64860292773767,318.7840972121616
1021,short,1525,200,0,339.3339219069663,304.9345985255658,320.7727405519705
1022,long,8289,200,1,339.4319479382193,304.93694935479283,320.77274141830094
1023,short,1014,200,0,339.7217369229043,304.9430984682882,321.3329502110098
1024,short,704,200,0,340.950203581607,305.56246458222256,321.33307935604057
1025,short,1059,200,0,341.06892789089034,305.5627347202536,321.33307935604176
1026,long,8000,200,1,341.42567523557034,305.8659343746104,321.33307935605086
1027,long,10056,200,1,341.9521378905394,305.9593908288258,321.33307935605256
1028,short,1615,200,0,342.1825229312995,306.2631420982063,321.3330874363951
1029,short,1589,200,0,343.37426463683016,309.2182769813031,322.5666812642205
1030,short,905,200,0,343.43923344652984,309.8185738549711,322.566681264254
1031,short,1081,200,0,343.49822156816845,309.8652059386255,322.566681264254
1032,short,955,200,0,343.5341495545593,309.938383420992,323.0942864945686
1033,short,721,200,0,343.6637076949186,310.98555740765534,323.09428653730384
1034,long,9376,200,0,343.6983243535541,311.3487014434571,325.70739969873966
1035,short,1699,200,0,343.83410529678787,311.3603018041896,326.0870634121075
1036,short,1132,200,0,343.90916269811123,312.13263300188993,326.0870679635822
1037,short,1647,200,0,343.96546825088825,312.17164843051194,326.92281904018114
1038,long,10691,200,1,343.9762890467044,313.4391969552901,327.15478790290376
1039,long,9436,200,1,344.1434341822085,313.43919858092255,327.1551652982494
1040,short,1157,200,0,344.15515601600185,313.4439903743578,327.1562627047649
1041,short,1617,200,0,344.22733728558404,313.4453198746612,329.740833110858
1042,short,1630,200,0,344.94881079862796,313.51762043246094,329.74126516470824
1043,short,1724,200,0,345.0625408283012,313.5447227242548,329.7412653231711
1044,long,10480,200,0,345.4268939354517,313.6697043385321,329.8521800340865
1045,long,8000,200,1,346.0369950840126,314.7260188106726,329.85380365559075
1046,short,1922,200,0,346.26704830316777,314.7268746528017,329.8538036556148
1047,long,8000,200,0,346.3468196206044,314.7292340447934,329.853817107622
1048,long,8000,200,1,347.69004311624394,314.7298002811701,329.8538171076594
1049,short,626,200,0,348.3088107113646,315.8416450468677,330.2966518679293
1050,short,822,200,0,348.65729212667543,316.1948647902468,330.3202000816857
1051,short,1485,200,0,349.2052518010322,316.66574222340785,330.325410981989
1052,short,844,200,0,349.47533309067916,316.71251217000224,330.32541098200784
1053,long,11761,200,0,349.6996223890636,316.712605646942,330.32541098201733
1054,short,757,200,0,349.8533657512685,317.05472524561145,330.37395223120046
1055,short,1843,200,0,350.8811735508571,317.7263995191003,330.37424344479945
1056,long,8000,200,0,351.1833154564519,317.92867768789716,330.3742434448395
1057,short,1133,200,0,351.9832580967934,318.14299486819544,330.37426969668286
1058,short,1394,200,0,352.0725142860813,318.1492441668432,330.37433536714457
1059,short,1409,200,0,352.1811702808583,318.23570645148413,330.38982588124935
1060,short,820,200,0,352.3352317027378,318.30781664657957,330.3898464217574
1061,short,539,200,0,353.2718453716454,318.7837833155945,330.3898488187141
1062,short,972,200,0,353.3994845084592,318.9651891596844,330.38984967405787
1063,short,1478,200,0,353.88458632291656,320.11853706545014,330.3898500042296
1064,short,728,200,0,353.8941684529077,321.6155294109122,330.40804773323083
1065,short,1125,200,0,354.12160068025787,321.6155332956064,330.4269201201609
1066,short,1022,200,0,354.43637623479026,322.052277579521,330.48520268389706
1067,long,8000,200,1,354.6852161239377,323.5907816998623,331.0918440756032
1068,short,887,200,0,354.6993556471699,323.66937257777613,333.2008340031818
1069,short,429,200,0,355.0333145689761,323.66940423159826,333.3018968858525
1070,short,889,200,0,356.14016777166677,323.6716114982796,333.3069648641297
1071,short,1132,200,0,356.35118989136936,323.84384970156543,333.3069649752855
1072,short,1237,200,0,356.4048760108244,323.85977956707063,333.30696498351097
1073,short,1553,200,0,356.60666950827476,324.26815496788413,333.307049559184
1074,short,1284,200,0,356.7933854489579,324.2681549899439,333.30705663284436
1075,short,1218,200,0,357.19601518097664,325.277327461603,333.5696981321907
1076,short,1145,200,0,358.07050585270457,325.4682051479676,333.57029959503956
1077,short,1335,200,0,358.2106964320151,325.4779407348392,333.6440984746217
1078,short,952,200,0,358.76729272574426,325.7809531669508,333.77347823648944
1079,short,1061,200,0,359.5122028283084,325.7824314399055,333.7734782367189
1080,short,1064,200,0,359.59289882176,325.79316663903444,333.77577481555085
1081,short,950,200,0,359.6738366413621,326.0475227097839,333.775776473166
1082,long,10416,200,0,360.3511187216811,326.2501520050107,333.77577747845675
1083,short,2520,200,0,360.7609413066401,326.3190538163137,333.77577996467477
